,id,first_name,height_feet,height_inches,last_name,position,weight_pounds,team.full_name
64,537,Walter,,,Palmer,,,Utah Jazz
65,538,Mark,,,West,,,Phoenix Suns
66,539,Clifford,,,Robinson,,,Portland Trail Blazers
67,540,Hakeem,,,Olajuwon,,,Houston Rockets
68,541,Richard,,,Coffey,,,Minnesota Timberwolves
69,542,James,,,Donaldson,,,Dallas Mavericks
70,543,Jerome,,,Lane,,,Denver Nuggets
71,544,Sarunas,,,Marciulionis,,,Golden State Warriors
72,545,Grant,,,Long,,,Miami Heat
73,546,Willie,,,Burton,,,Miami Heat
74,547,Mark,,,Alarie,,,Washington Wizards
75,548,Winston,,,Bennett,,,Cleveland Cavaliers
76,549,Doc,,,Rivers,,,Atlanta Hawks
77,550,Tim,,,McCormick,,,Atlanta Hawks
78,551,Scott,,,Skiles,,,Orlando Magic
79,552,Dennis,,,Rodman,,,Detroit Pistons
80,553,Greg,,,Anderson,,,Milwaukee Bucks
81,554,Jeff,,,Malone,,,Utah Jazz
82,555,Cedric,,,Ceballos,,,Phoenix Suns
83,556,Tim,,,Perry,,,Phoenix Suns
84,557,Buck,,,Williams,,,Portland Trail Blazers
85,558,Dave,,,Jamerson,,,Houston Rockets
86,559,Scott,,,Brooks,,,Minnesota Timberwolves
87,560,Rolando,,,Blackman,,,Dallas Mavericks
88,561,Avery,,,Johnson,,,Denver Nuggets
89,562,Rod,,,Higgins,,,Golden State Warriors
90,563,Jon,,,Sundvold,,,Miami Heat
91,564,A.J.,,,English,,,Washington Wizards
92,565,John,,,Battle,,,Atlanta Hawks
93,18170939,Georgios,,,Kalaitzakis,F,,Milwaukee Bucks
94,566,Sam,,,Vincent,,,Orlando Magic
95,567,Isiah,,,Thomas,,,Detroit Pistons
96,568,Brad,,,Lohaus,,,Milwaukee Bucks
97,569,Mike,,,Brown,,,Utah Jazz
98,570,Kenny,,,Battle,,,Phoenix Suns
99,571,Danny,,,Young,,,Portland Trail Blazers
100,14,Ike,,,Anigbogu,C,,Indiana Pacers
101,25,Ron,,,Baker,G,,New York Knicks
102,47,Jabari,,,Bird,G,,Boston Celtics
103,67,MarShon,,,Brooks,G,,Memphis Grizzlies
104,71,Lorenzo,,,Brown,G,,Toronto Raptors
105,90,Omri,,,Casspi,F,,Memphis Grizzlies
106,1,Alex,6.0,6.0,Abrines,G,200.0,Oklahoma City Thunder
107,119,Tyler,,,Davis,C,,Oklahoma City Thunder
108,149,Keenan,,,Evans,G,,Detroit Pistons
109,179,Marcin,,,Gortat,C,,LA Clippers
110,1593,Andrew,,,Bogut,F,,Golden State Warriors
111,241,Amir,6.0,9.0,Johnson,C-F,240.0,Philadelphia 76ers
112,392,Malachi,,,Richardson,G,,Utah Jazz
113,281,Zach,,,Lofton,G,,Detroit Pistons
114,263,Kosta,7.0,0.0,Koufos,C,245.0,Sacramento Kings
115,382,Billy,,,Preston,F,,Cleveland Cavaliers
116,384,Zhou,,,Qi,F-C,,Houston Rockets
117,388,Zach,,,Randolph,F,,Sacramento Kings
118,430,DJ,,,Stephens,G-F,,Memphis Grizzlies
119,437,Milos,,,Teodosic,G,,LA Clippers
120,448,Gary,,,Trent Jr.,G,,Portland Trail Blazers
121,494,Michael,,,Smith,,,Boston Celtics
122,495,John,,,Morton,,,Cleveland Cavaliers
123,496,Howard,,,Wright,,,Atlanta Hawks
124,497,Michael,,,Ansley,,,Orlando Magic
125,498,John,,,Salley,,,Detroit Pistons
126,499,Dan,,,Schayes,,,Milwaukee Bucks
127,500,Mark,,,Eaton,,,Utah Jazz
128,501,Kevin,,,Johnson,,,Phoenix Suns
129,502,Danny,,,Ainge,,,Portland Trail Blazers
130,503,Kenny,,,Smith,,,Houston Rockets
131,504,Randy,,,Breuer,,,Minnesota Timberwolves
132,505,Herb,,,Williams,,,Dallas Mavericks
133,506,Joe,,,Wolf,,,Denver Nuggets
134,507,Steve,,,Johnson,,,Golden State Warriors
135,508,Glen,,,Rice,,,Miami Heat
136,509,Greg,,,Foster,,,Washington Wizards
137,510,Larry,,,Nance,,,Cleveland Cavaliers
138,511,Duane,,,Ferrell,,,Atlanta Hawks
139,512,Nick,,,Anderson,,,Orlando Magic
140,513,Joe,,,Dumars,,,Detroit Pistons
141,514,Jay,,,Humphries,,,Milwaukee Bucks
142,515,Darrell,,,Griffith,,,Utah Jazz
143,516,Dan,,,Majerle,,,Phoenix Suns
144,517,Tom,,,Chambers,,,Phoenix Suns
145,518,Alaa,,,Abdelnaby,,,Portland Trail Blazers
146,519,Adrian,,,Caldwell,,,Houston Rockets
147,520,Vernon,,,Maxwell,,,Houston Rockets
148,521,Doug,,,West,,,Minnesota Timberwolves
149,522,Tony,,,Campbell,,,Minnesota Timberwolves
150,523,Roy,,,Tarpley,,,Dallas Mavericks
151,524,Anthony,,,Cook,,,Denver Nuggets
152,525,Todd,,,Lichti,,,Denver Nuggets
153,526,Tom,,,Tolbert,,,Golden State Warriors
154,527,Billy,,,Thompson,,,Miami Heat
155,528,Byron,,,Irvin,,,Washington Wizards
156,529,Mark,,,Price,,,Cleveland Cavaliers
157,530,Dominique,,,Wilkins,,,Atlanta Hawks
158,531,Dennis,,,Scott,,,Orlando Magic
159,532,Terry,,,Catledge,,,Orlando Magic
160,533,Bill,,,Laimbeer,,,Detroit Pistons
161,534,William,,,Bedford,,,Detroit Pistons
162,535,Ricky,,,Pierce,,,Milwaukee Bucks
163,536,Blue,,,Edwards,,,Utah Jazz
164,537,Walter,,,Palmer,,,Utah Jazz
165,538,Mark,,,West,,,Phoenix Suns
166,539,Clifford,,,Robinson,,,Portland Trail Blazers
167,540,Hakeem,,,Olajuwon,,,Houston Rockets
168,541,Richard,,,Coffey,,,Minnesota Timberwolves
169,542,James,,,Donaldson,,,Dallas Mavericks
170,543,Jerome,,,Lane,,,Denver Nuggets
171,544,Sarunas,,,Marciulionis,,,Golden State Warriors
172,545,Grant,,,Long,,,Miami Heat
173,546,Willie,,,Burton,,,Miami Heat
174,547,Mark,,,Alarie,,,Washington Wizards
175,548,Winston,,,Bennett,,,Cleveland Cavaliers
176,549,Doc,,,Rivers,,,Atlanta Hawks
177,550,Tim,,,McCormick,,,Atlanta Hawks
178,551,Scott,,,Skiles,,,Orlando Magic
179,552,Dennis,,,Rodman,,,Detroit Pistons
180,553,Greg,,,Anderson,,,Milwaukee Bucks
181,554,Jeff,,,Malone,,,Utah Jazz
182,555,Cedric,,,Ceballos,,,Phoenix Suns
183,556,Tim,,,Perry,,,Phoenix Suns
184,557,Buck,,,Williams,,,Portland Trail Blazers
185,558,Dave,,,Jamerson,,,Houston Rockets
186,559,Scott,,,Brooks,,,Minnesota Timberwolves
187,560,Rolando,,,Blackman,,,Dallas Mavericks
188,561,Avery,,,Johnson,,,Denver Nuggets
189,562,Rod,,,Higgins,,,Golden State Warriors
190,563,Jon,,,Sundvold,,,Miami Heat
191,564,A.J.,,,English,,,Washington Wizards
192,565,John,,,Battle,,,Atlanta Hawks
193,18170939,Georgios,,,Kalaitzakis,F,,Milwaukee Bucks
194,566,Sam,,,Vincent,,,Orlando Magic
195,567,Isiah,,,Thomas,,,Detroit Pistons
196,568,Brad,,,Lohaus,,,Milwaukee Bucks
197,569,Mike,,,Brown,,,Utah Jazz
198,570,Kenny,,,Battle,,,Phoenix Suns
199,571,Danny,,,Young,,,Portland Trail Blazers
200,14,Ike,,,Anigbogu,C,,Indiana Pacers
201,25,Ron,,,Baker,G,,New York Knicks
202,47,Jabari,,,Bird,G,,Boston Celtics
203,67,MarShon,,,Brooks,G,,Memphis Grizzlies
204,71,Lorenzo,,,Brown,G,,Toronto Raptors
205,90,Omri,,,Casspi,F,,Memphis Grizzlies
206,1,Alex,6.0,6.0,Abrines,G,200.0,Oklahoma City Thunder
207,119,Tyler,,,Davis,C,,Oklahoma City Thunder
208,149,Keenan,,,Evans,G,,Detroit Pistons
209,179,Marcin,,,Gortat,C,,LA Clippers
210,1593,Andrew,,,Bogut,F,,Golden State Warriors
211,241,Amir,6.0,9.0,Johnson,C-F,240.0,Philadelphia 76ers
212,392,Malachi,,,Richardson,G,,Utah Jazz
213,281,Zach,,,Lofton,G,,Detroit Pistons
214,263,Kosta,7.0,0.0,Koufos,C,245.0,Sacramento Kings
215,382,Billy,,,Preston,F,,Cleveland Cavaliers
216,384,Zhou,,,Qi,F-C,,Houston Rockets
217,388,Zach,,,Randolph,F,,Sacramento Kings
218,430,DJ,,,Stephens,G-F,,Memphis Grizzlies
219,437,Milos,,,Teodosic,G,,LA Clippers
220,448,Gary,,,Trent Jr.,G,,Portland Trail Blazers
221,494,Michael,,,Smith,,,Boston Celtics
222,495,John,,,Morton,,,Cleveland Cavaliers
223,496,Howard,,,Wright,,,Atlanta Hawks
224,497,Michael,,,Ansley,,,Orlando Magic
225,498,John,,,Salley,,,Detroit Pistons
226,499,Dan,,,Schayes,,,Milwaukee Bucks
227,500,Mark,,,Eaton,,,Utah Jazz
228,501,Kevin,,,Johnson,,,Phoenix Suns
229,502,Danny,,,Ainge,,,Portland Trail Blazers
230,503,Kenny,,,Smith,,,Houston Rockets
231,504,Randy,,,Breuer,,,Minnesota Timberwolves
232,505,Herb,,,Williams,,,Dallas Mavericks
233,506,Joe,,,Wolf,,,Denver Nuggets
234,507,Steve,,,Johnson,,,Golden State Warriors
235,508,Glen,,,Rice,,,Miami Heat
236,509,Greg,,,Foster,,,Washington Wizards
237,510,Larry,,,Nance,,,Cleveland Cavaliers
238,511,Duane,,,Ferrell,,,Atlanta Hawks
239,512,Nick,,,Anderson,,,Orlando Magic
240,513,Joe,,,Dumars,,,Detroit Pistons
241,514,Jay,,,Humphries,,,Milwaukee Bucks
242,515,Darrell,,,Griffith,,,Utah Jazz
243,516,Dan,,,Majerle,,,Phoenix Suns
244,517,Tom,,,Chambers,,,Phoenix Suns
245,518,Alaa,,,Abdelnaby,,,Portland Trail Blazers
246,519,Adrian,,,Caldwell,,,Houston Rockets
247,520,Vernon,,,Maxwell,,,Houston Rockets
248,521,Doug,,,West,,,Minnesota Timberwolves
249,522,Tony,,,Campbell,,,Minnesota Timberwolves
250,523,Roy,,,Tarpley,,,Dallas Mavericks
251,524,Anthony,,,Cook,,,Denver Nuggets
252,525,Todd,,,Lichti,,,Denver Nuggets
253,526,Tom,,,Tolbert,,,Golden State Warriors
254,527,Billy,,,Thompson,,,Miami Heat
255,528,Byron,,,Irvin,,,Washington Wizards
256,529,Mark,,,Price,,,Cleveland Cavaliers
257,530,Dominique,,,Wilkins,,,Atlanta Hawks
258,531,Dennis,,,Scott,,,Orlando Magic
259,532,Terry,,,Catledge,,,Orlando Magic
260,533,Bill,,,Laimbeer,,,Detroit Pistons
261,534,William,,,Bedford,,,Detroit Pistons
262,535,Ricky,,,Pierce,,,Milwaukee Bucks
263,536,Blue,,,Edwards,,,Utah Jazz
264,537,Walter,,,Palmer,,,Utah Jazz
265,538,Mark,,,West,,,Phoenix Suns
266,539,Clifford,,,Robinson,,,Portland Trail Blazers
267,540,Hakeem,,,Olajuwon,,,Houston Rockets
268,541,Richard,,,Coffey,,,Minnesota Timberwolves
269,542,James,,,Donaldson,,,Dallas Mavericks
270,543,Jerome,,,Lane,,,Denver Nuggets
271,544,Sarunas,,,Marciulionis,,,Golden State Warriors
272,545,Grant,,,Long,,,Miami Heat
273,546,Willie,,,Burton,,,Miami Heat
274,547,Mark,,,Alarie,,,Washington Wizards
275,548,Winston,,,Bennett,,,Cleveland Cavaliers
276,549,Doc,,,Rivers,,,Atlanta Hawks
277,550,Tim,,,McCormick,,,Atlanta Hawks
278,551,Scott,,,Skiles,,,Orlando Magic
279,552,Dennis,,,Rodman,,,Detroit Pistons
280,553,Greg,,,Anderson,,,Milwaukee Bucks
281,554,Jeff,,,Malone,,,Utah Jazz
282,555,Cedric,,,Ceballos,,,Phoenix Suns
283,556,Tim,,,Perry,,,Phoenix Suns
284,557,Buck,,,Williams,,,Portland Trail Blazers
285,558,Dave,,,Jamerson,,,Houston Rockets
286,559,Scott,,,Brooks,,,Minnesota Timberwolves
287,560,Rolando,,,Blackman,,,Dallas Mavericks
288,561,Avery,,,Johnson,,,Denver Nuggets
289,562,Rod,,,Higgins,,,Golden State Warriors
290,563,Jon,,,Sundvold,,,Miami Heat
291,564,A.J.,,,English,,,Washington Wizards
292,565,John,,,Battle,,,Atlanta Hawks
293,18170939,Georgios,,,Kalaitzakis,F,,Milwaukee Bucks
294,566,Sam,,,Vincent,,,Orlando Magic
295,567,Isiah,,,Thomas,,,Detroit Pistons
296,568,Brad,,,Lohaus,,,Milwaukee Bucks
297,569,Mike,,,Brown,,,Utah Jazz
298,570,Kenny,,,Battle,,,Phoenix Suns
299,571,Danny,,,Young,,,Portland Trail Blazers
300,14,Ike,,,Anigbogu,C,,Indiana Pacers
301,25,Ron,,,Baker,G,,New York Knicks
302,47,Jabari,,,Bird,G,,Boston Celtics
303,67,MarShon,,,Brooks,G,,Memphis Grizzlies
304,71,Lorenzo,,,Brown,G,,Toronto Raptors
305,90,Omri,,,Casspi,F,,Memphis Grizzlies
306,1,Alex,6.0,6.0,Abrines,G,200.0,Oklahoma City Thunder
307,119,Tyler,,,Davis,C,,Oklahoma City Thunder
308,149,Keenan,,,Evans,G,,Detroit Pistons
309,179,Marcin,,,Gortat,C,,LA Clippers
310,1593,Andrew,,,Bogut,F,,Golden State Warriors
311,241,Amir,6.0,9.0,Johnson,C-F,240.0,Philadelphia 76ers
312,392,Malachi,,,Richardson,G,,Utah Jazz
313,281,Zach,,,Lofton,G,,Detroit Pistons
314,263,Kosta,7.0,0.0,Koufos,C,245.0,Sacramento Kings
315,382,Billy,,,Preston,F,,Cleveland Cavaliers
316,384,Zhou,,,Qi,F-C,,Houston Rockets
317,388,Zach,,,Randolph,F,,Sacramento Kings
318,430,DJ,,,Stephens,G-F,,Memphis Grizzlies
319,437,Milos,,,Teodosic,G,,LA Clippers
320,448,Gary,,,Trent Jr.,G,,Portland Trail Blazers
321,494,Michael,,,Smith,,,Boston Celtics
322,495,John,,,Morton,,,Cleveland Cavaliers
323,496,Howard,,,Wright,,,Atlanta Hawks
324,497,Michael,,,Ansley,,,Orlando Magic
325,498,John,,,Salley,,,Detroit Pistons
326,499,Dan,,,Schayes,,,Milwaukee Bucks
327,500,Mark,,,Eaton,,,Utah Jazz
328,501,Kevin,,,Johnson,,,Phoenix Suns
329,502,Danny,,,Ainge,,,Portland Trail Blazers
330,503,Kenny,,,Smith,,,Houston Rockets
331,504,Randy,,,Breuer,,,Minnesota Timberwolves
332,505,Herb,,,Williams,,,Dallas Mavericks
333,506,Joe,,,Wolf,,,Denver Nuggets
334,507,Steve,,,Johnson,,,Golden State Warriors
335,508,Glen,,,Rice,,,Miami Heat
336,509,Greg,,,Foster,,,Washington Wizards
337,510,Larry,,,Nance,,,Cleveland Cavaliers
338,511,Duane,,,Ferrell,,,Atlanta Hawks
339,512,Nick,,,Anderson,,,Orlando Magic
340,513,Joe,,,Dumars,,,Detroit Pistons
341,514,Jay,,,Humphries,,,Milwaukee Bucks
342,515,Darrell,,,Griffith,,,Utah Jazz
343,516,Dan,,,Majerle,,,Phoenix Suns
344,517,Tom,,,Chambers,,,Phoenix Suns
345,518,Alaa,,,Abdelnaby,,,Portland Trail Blazers
346,519,Adrian,,,Caldwell,,,Houston Rockets
347,520,Vernon,,,Maxwell,,,Houston Rockets
348,521,Doug,,,West,,,Minnesota Timberwolves
349,522,Tony,,,Campbell,,,Minnesota Timberwolves
350,523,Roy,,,Tarpley,,,Dallas Mavericks
351,524,Anthony,,,Cook,,,Denver Nuggets
352,525,Todd,,,Lichti,,,Denver Nuggets
353,526,Tom,,,Tolbert,,,Golden State Warriors
354,527,Billy,,,Thompson,,,Miami Heat
355,528,Byron,,,Irvin,,,Washington Wizards
356,529,Mark,,,Price,,,Cleveland Cavaliers
357,530,Dominique,,,Wilkins,,,Atlanta Hawks
358,531,Dennis,,,Scott,,,Orlando Magic
359,532,Terry,,,Catledge,,,Orlando Magic
360,533,Bill,,,Laimbeer,,,Detroit Pistons
361,534,William,,,Bedford,,,Detroit Pistons
362,535,Ricky,,,Pierce,,,Milwaukee Bucks
363,536,Blue,,,Edwards,,,Utah Jazz
364,537,Walter,,,Palmer,,,Utah Jazz
365,538,Mark,,,West,,,Phoenix Suns
366,539,Clifford,,,Robinson,,,Portland Trail Blazers
367,540,Hakeem,,,Olajuwon,,,Houston Rockets
368,541,Richard,,,Coffey,,,Minnesota Timberwolves
369,542,James,,,Donaldson,,,Dallas Mavericks
370,543,Jerome,,,Lane,,,Denver Nuggets
371,544,Sarunas,,,Marciulionis,,,Golden State Warriors
372,545,Grant,,,Long,,,Miami Heat
373,546,Willie,,,Burton,,,Miami Heat
374,547,Mark,,,Alarie,,,Washington Wizards
375,548,Winston,,,Bennett,,,Cleveland Cavaliers
376,549,Doc,,,Rivers,,,Atlanta Hawks
377,550,Tim,,,McCormick,,,Atlanta Hawks
378,551,Scott,,,Skiles,,,Orlando Magic
379,552,Dennis,,,Rodman,,,Detroit Pistons
380,553,Greg,,,Anderson,,,Milwaukee Bucks
381,554,Jeff,,,Malone,,,Utah Jazz
382,555,Cedric,,,Ceballos,,,Phoenix Suns
383,556,Tim,,,Perry,,,Phoenix Suns
384,557,Buck,,,Williams,,,Portland Trail Blazers
385,558,Dave,,,Jamerson,,,Houston Rockets
386,559,Scott,,,Brooks,,,Minnesota Timberwolves
387,560,Rolando,,,Blackman,,,Dallas Mavericks
388,561,Avery,,,Johnson,,,Denver Nuggets
389,562,Rod,,,Higgins,,,Golden State Warriors
390,563,Jon,,,Sundvold,,,Miami Heat
391,564,A.J.,,,English,,,Washington Wizards
392,565,John,,,Battle,,,Atlanta Hawks
393,18170939,Georgios,,,Kalaitzakis,F,,Milwaukee Bucks
394,566,Sam,,,Vincent,,,Orlando Magic
395,567,Isiah,,,Thomas,,,Detroit Pistons
396,568,Brad,,,Lohaus,,,Milwaukee Bucks
397,569,Mike,,,Brown,,,Utah Jazz
398,570,Kenny,,,Battle,,,Phoenix Suns
399,571,Danny,,,Young,,,Portland Trail Blazers
400,14,Ike,,,Anigbogu,C,,Indiana Pacers
401,25,Ron,,,Baker,G,,New York Knicks
402,47,Jabari,,,Bird,G,,Boston Celtics
403,67,MarShon,,,Brooks,G,,Memphis Grizzlies
404,71,Lorenzo,,,Brown,G,,Toronto Raptors
405,90,Omri,,,Casspi,F,,Memphis Grizzlies
406,1,Alex,6.0,6.0,Abrines,G,200.0,Oklahoma City Thunder
407,119,Tyler,,,Davis,C,,Oklahoma City Thunder
408,149,Keenan,,,Evans,G,,Detroit Pistons
409,179,Marcin,,,Gortat,C,,LA Clippers
410,1593,Andrew,,,Bogut,F,,Golden State Warriors
411,241,Amir,6.0,9.0,Johnson,C-F,240.0,Philadelphia 76ers
412,392,Malachi,,,Richardson,G,,Utah Jazz
413,281,Zach,,,Lofton,G,,Detroit Pistons
414,263,Kosta,7.0,0.0,Koufos,C,245.0,Sacramento Kings
415,382,Billy,,,Preston,F,,Cleveland Cavaliers
416,384,Zhou,,,Qi,F-C,,Houston Rockets
417,388,Zach,,,Randolph,F,,Sacramento Kings
418,430,DJ,,,Stephens,G-F,,Memphis Grizzlies
419,437,Milos,,,Teodosic,G,,LA Clippers
420,448,Gary,,,Trent Jr.,G,,Portland Trail Blazers
421,494,Michael,,,Smith,,,Boston Celtics
422,495,John,,,Morton,,,Cleveland Cavaliers
423,496,Howard,,,Wright,,,Atlanta Hawks
424,497,Michael,,,Ansley,,,Orlando Magic
425,498,John,,,Salley,,,Detroit Pistons
426,499,Dan,,,Schayes,,,Milwaukee Bucks
427,500,Mark,,,Eaton,,,Utah Jazz
428,501,Kevin,,,Johnson,,,Phoenix Suns
429,502,Danny,,,Ainge,,,Portland Trail Blazers
430,503,Kenny,,,Smith,,,Houston Rockets
431,504,Randy,,,Breuer,,,Minnesota Timberwolves
432,505,Herb,,,Williams,,,Dallas Mavericks
433,506,Joe,,,Wolf,,,Denver Nuggets
434,507,Steve,,,Johnson,,,Golden State Warriors
435,508,Glen,,,Rice,,,Miami Heat
436,509,Greg,,,Foster,,,Washington Wizards
437,510,Larry,,,Nance,,,Cleveland Cavaliers
438,511,Duane,,,Ferrell,,,Atlanta Hawks
439,512,Nick,,,Anderson,,,Orlando Magic
440,513,Joe,,,Dumars,,,Detroit Pistons
441,514,Jay,,,Humphries,,,Milwaukee Bucks
442,515,Darrell,,,Griffith,,,Utah Jazz
443,516,Dan,,,Majerle,,,Phoenix Suns
444,517,Tom,,,Chambers,,,Phoenix Suns
445,518,Alaa,,,Abdelnaby,,,Portland Trail Blazers
446,519,Adrian,,,Caldwell,,,Houston Rockets
447,520,Vernon,,,Maxwell,,,Houston Rockets
448,521,Doug,,,West,,,Minnesota Timberwolves
449,522,Tony,,,Campbell,,,Minnesota Timberwolves
450,523,Roy,,,Tarpley,,,Dallas Mavericks
451,524,Anthony,,,Cook,,,Denver Nuggets
452,525,Todd,,,Lichti,,,Denver Nuggets
453,526,Tom,,,Tolbert,,,Golden State Warriors
454,527,Billy,,,Thompson,,,Miami Heat
455,528,Byron,,,Irvin,,,Washington Wizards
456,529,Mark,,,Price,,,Cleveland Cavaliers
457,530,Dominique,,,Wilkins,,,Atlanta Hawks
458,531,Dennis,,,Scott,,,Orlando Magic
459,532,Terry,,,Catledge,,,Orlando Magic
460,533,Bill,,,Laimbeer,,,Detroit Pistons
461,534,William,,,Bedford,,,Detroit Pistons
462,535,Ricky,,,Pierce,,,Milwaukee Bucks
463,536,Blue,,,Edwards,,,Utah Jazz
464,537,Walter,,,Palmer,,,Utah Jazz
465,538,Mark,,,West,,,Phoenix Suns
466,539,Clifford,,,Robinson,,,Portland Trail Blazers
467,540,Hakeem,,,Olajuwon,,,Houston Rockets
468,541,Richard,,,Coffey,,,Minnesota Timberwolves
469,542,James,,,Donaldson,,,Dallas Mavericks
470,543,Jerome,,,Lane,,,Denver Nuggets
471,544,Sarunas,,,Marciulionis,,,Golden State Warriors
472,545,Grant,,,Long,,,Miami Heat
473,546,Willie,,,Burton,,,Miami Heat
474,547,Mark,,,Alarie,,,Washington Wizards
475,548,Winston,,,Bennett,,,Cleveland Cavaliers
476,549,Doc,,,Rivers,,,Atlanta Hawks
477,550,Tim,,,McCormick,,,Atlanta Hawks
478,551,Scott,,,Skiles,,,Orlando Magic
479,552,Dennis,,,Rodman,,,Detroit Pistons
480,553,Greg,,,Anderson,,,Milwaukee Bucks
481,554,Jeff,,,Malone,,,Utah Jazz
482,555,Cedric,,,Ceballos,,,Phoenix Suns
483,556,Tim,,,Perry,,,Phoenix Suns
484,557,Buck,,,Williams,,,Portland Trail Blazers
485,558,Dave,,,Jamerson,,,Houston Rockets
486,559,Scott,,,Brooks,,,Minnesota Timberwolves
487,560,Rolando,,,Blackman,,,Dallas Mavericks
488,561,Avery,,,Johnson,,,Denver Nuggets
489,562,Rod,,,Higgins,,,Golden State Warriors
490,563,Jon,,,Sundvold,,,Miami Heat
491,564,A.J.,,,English,,,Washington Wizards
492,565,John,,,Battle,,,Atlanta Hawks
493,18170939,Georgios,,,Kalaitzakis,F,,Milwaukee Bucks
494,566,Sam,,,Vincent,,,Orlando Magic
495,567,Isiah,,,Thomas,,,Detroit Pistons
496,568,Brad,,,Lohaus,,,Milwaukee Bucks
497,569,Mike,,,Brown,,,Utah Jazz
498,570,Kenny,,,Battle,,,Phoenix Suns
499,571,Danny,,,Young,,,Portland Trail Blazers
500,14,Ike,,,Anigbogu,C,,Indiana Pacers
501,25,Ron,,,Baker,G,,New York Knicks
502,47,Jabari,,,Bird,G,,Boston Celtics
503,67,MarShon,,,Brooks,G,,Memphis Grizzlies
504,71,Lorenzo,,,Brown,G,,Toronto Raptors
505,90,Omri,,,Casspi,F,,Memphis Grizzlies
506,1,Alex,6.0,6.0,Abrines,G,200.0,Oklahoma City Thunder
507,119,Tyler,,,Davis,C,,Oklahoma City Thunder
508,149,Keenan,,,Evans,G,,Detroit Pistons
509,179,Marcin,,,Gortat,C,,LA Clippers
510,1593,Andrew,,,Bogut,F,,Golden State Warriors
511,241,Amir,6.0,9.0,Johnson,C-F,240.0,Philadelphia 76ers
